Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time,Launch Site
106,,Transporter-1,"~5,000 kg",SSO,SpaceX,"Success
",F9 B5B1058.5613,Success,24 January 2021,15:00,CCSFS
